;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito;result
8522;Femenino;servicio;COMIDAS RAPIDAS;cabecera san cristobal;2;60.0;28/09/2016;6000000;microempresarial;"Femenino; servicio; COMIDAS RAPIDAS; cabecera san cristobal; 2; 60.0; 42641; 6000000; microempresarial"
8523;Masculino;comercio;reciclaje;san jose de la cima no. ;2;3.0;22/05/2018;1500000;microempresarial;"Masculino; comercio; reciclaje; san jose de la cima no. ; 2; 3.0; 43242; 1500000; microempresarial"
8524;Masculino;comercio;granero;santo domingo savio ;3;1.0;20/11/2018;7800000;microempresarial;"Masculino; comercio; granero; santo domingo savio ; 3; 1.0; 43424; 7800000; microempresarial"
8525;Masculino;comercio;Variedades;barrio caicedo;1;9.0;17/05/2018;4000000;microempresarial;"Masculino; comercio; Variedades; barrio caicedo; 1; 9.0; 43237; 4000000; microempresarial"
8526;Femenino;industria;fabrica de ;robledo;3;7.0;17/10/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; robledo; 3; 7.0; 43025; 7300000; microempresarial"
8527;Femenino;comercio;almacen de ropa en ;castilla;3;5.0;2/12/2016;6890000;microempresarial;"Femenino; comercio; almacen de ropa en ; castilla; 3; 5.0; 42706; 6890000; microempresarial"
8528;Masculino;industria;fabrica de productos ;el salvador;2;9.0;16/01/2018;7000000;microempresarial;"Masculino; industria; fabrica de productos ; el salvador; 2; 9.0; 43116; 7000000; microempresarial"
8529;Femenino;industria;carpinteria;cabecera san antonio ;3;80.0;19/07/2017;7000000;microempresarial;"Femenino; industria; carpinteria; cabecera san antonio ; 3; 80.0; 42935; 7000000; microempresarial"
8530;Femenino;comercio;bares;manrique central no. 1;3;4.0;13/08/2018;7800000;microempresarial;"Femenino; comercio; bares; manrique central no. 1; 3; 4.0; 43325; 7800000; microempresarial"
8531;Femenino;comercio;comidas_rapidas;belencito;2;13.0;29/12/2016;6000000;microempresarial;"Femenino; comercio; comidas_rapidas; belencito; 2; 13.0; 42733; 6000000; microempresarial"
8532;Masculino;comercio;variedades;manrique central no. 1;1;4.0;24/09/2018;4500000;microempresarial;"Masculino; comercio; variedades; manrique central no. 1; 1; 4.0; 43367; 4500000; microempresarial"
8533;Femenino;servicio;tienda;enciso;2;8.0;26/08/2016;5000000;microempresarial;"Femenino; servicio; tienda; enciso; 2; 8.0; 42608; 5000000; microempresarial"
8534;Masculino;comercio;almacen de ropa en ;barrio caicedo;2;9.0;25/10/2018;5000000;microempresarial;"Masculino; comercio; almacen de ropa en ; barrio caicedo; 2; 9.0; 43398; 5000000; microempresarial"
8535;Femenino;comercio;mantenimiento en ;tricentenario;3;13.0;30/04/2019;8281000;microempresarial;"Femenino; comercio; mantenimiento en ; tricentenario; 3; 13.0; 43585; 8281000; microempresarial"
8536;Femenino;comercio;almacen de ropa en ;florencia;3;5.0;7/04/2017;6000000;microempresarial;"Femenino; comercio; almacen de ropa en ; florencia; 3; 5.0; 42832; 6000000; microempresarial"
8537;Femenino;comercio;variedades;Guayabal;2;15.0;28/08/2017;7000000;Microempresarial;"Femenino; comercio; variedades; Guayabal; 2; 15.0; 42975; 7000000; Microempresarial"
8538;Femenino;comercio;productos de belleza;pedregal alto;3;60.0;24/10/2017;6500000;microempresarial;"Femenino; comercio; productos de belleza; pedregal alto; 3; 60.0; 43032; 6500000; microempresarial"
8539;Femenino;industria;fabrica de ;buenos aires;3;9.0;16/02/2017;6000000;microempresarial;"Femenino; industria; fabrica de ; buenos aires; 3; 9.0; 42782; 6000000; microempresarial"
8540;Femenino;comercio;legumbreria;lopez de mesa;3;7.0;1/02/2018;3000000;microempresarial;"Femenino; comercio; legumbreria; lopez de mesa; 3; 7.0; 43132; 3000000; microempresarial"
8541;Femenino;comercio;tienda;;3;8.0;4/04/2018;7800000;microempresarial;"Femenino; comercio; tienda; ; 3; 8.0; 43194; 7800000; microempresarial"
8544;Femenino;comercio;TIENDA;santo domingo savio ;2;1.0;28/05/2018;2800000;microempresarial;"Femenino; comercio; TIENDA; santo domingo savio ; 2; 1.0; 43248; 2800000; microempresarial"
8546;Masculino;comercio;organización y ;manrique central no. 1;2;4.0;5/10/2016;3000000;microempresarial;"Masculino; comercio; organización y ; manrique central no. 1; 2; 4.0; 42648; 3000000; microempresarial"
8547;Masculino;comercio;criadero de animales ;palmitas;2;50.0;23/04/2018;4000000;microempresarial;"Masculino; comercio; criadero de animales ; palmitas; 2; 50.0; 43213; 4000000; microempresarial"
8548;Masculino;servicio;barberia;belen;2;16.0;21/12/2016;6800000;microempresarial;"Masculino; servicio; barberia; belen; 2; 16.0; 42725; 6800000; microempresarial"
8549;Femenino;servicio;comidas rapidas;villa hermosa;3;8.0;9/03/2016;6500000;microempresarial;"Femenino; servicio; comidas rapidas; villa hermosa; 3; 8.0; 42438; 6500000; microempresarial"
8550;Femenino;comercio;restaurante;la frontera;2;2.0;1/12/2016;6890000;microempresarial;"Femenino; comercio; restaurante; la frontera; 2; 2.0; 42705; 6890000; microempresarial"
8551;Masculino;comercio;almacen de ropa en ;san pablo;2;1.0;8/03/2017;7000000;microempresarial;"Masculino; comercio; almacen de ropa en ; san pablo; 2; 1.0; 42802; 7000000; microempresarial"
8552;Femenino;comercio;panaderia;enciso;2;8.0;7/05/2018;7500000;microempresarial;"Femenino; comercio; panaderia; enciso; 2; 8.0; 43227; 7500000; microempresarial"
8553;Masculino;comercio;variedades;carpinelo;1;1.0;18/10/2018;7000000;microempresarial;"Masculino; comercio; variedades; carpinelo; 1; 1.0; 43391; 7000000; microempresarial"
8555;Femenino;servicio;mantenimiento en ;belen;3;16.0;18/01/2016;$ 680,000.00;microempresarial;"Femenino; servicio; mantenimiento en ; belen; 3; 16.0; 42387; $ 680,000.00; microempresarial"
8556;Femenino;servicio;reciclaje;robledo;3;7.0;15/11/2017;7300000;microempresarial;"Femenino; servicio; reciclaje; robledo; 3; 7.0; 43054; 7300000; microempresarial"
8557;Femenino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;9/05/2017;7377000;MICROEMPRESARIAL;"Femenino; comercio; comidas rapidas; campo valdes no. 1; 3; 4.0; 42864; 7377000; MICROEMPRESARIAL"
8558;Femenino;industria;fabrica de ;san javier no.1;1;13.0;20/02/2018;6500000;microempresarial;"Femenino; industria; fabrica de ; san javier no.1; 1; 13.0; 43151; 6500000; microempresarial"
8559;Femenino;industria;fabrica de alimentos;aranjuez;3;4.0;23/09/2016;28267614;empresarial ed. ;"Femenino; industria; fabrica de alimentos; aranjuez; 3; 4.0; 42636; 28267614; empresarial ed. "
8560;Femenino;comercio;venta de ;villa_del_socorro;2;2.0;11/05/2017;5000000;microempresarial;"Femenino; comercio; venta de ; villa_del_socorro; 2; 2.0; 42866; 5000000; microempresarial"
8561;Femenino;comercio;tienda;aures no. 2;2;7.0;15/03/2017;7300000;microempresarial;"Femenino; comercio; tienda; aures no. 2; 2; 7.0; 42809; 7300000; microempresarial"
8563;Femenino;industria;fabrica de ;el triunfo;1;6.0;22/06/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; el triunfo; 1; 6.0; 42908; 7300000; microempresarial"
8564;Masculino;servicio;barberia;cabecera san antonio ;2;80.0;6/06/2019;3500000;microempresarial;"Masculino; servicio; barberia; cabecera san antonio ; 2; 80.0; 43622; 3500000; microempresarial"
8565;Femenino;industria;fabrica de ;villa hermosa;2;8.0;5/09/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; villa hermosa; 2; 8.0; 42983; 7300000; microempresarial"
8566;Femenino;comercio;comidas rapidas;robledo;2;7.0;12/02/2018;1000000;microempresarial;"Femenino; comercio; comidas rapidas; robledo; 2; 7.0; 43143; 1000000; microempresarial"
8567;Femenino;comercio;papeleria;robledo;2;7.0;11/10/2016;4000000;microempresarial;"Femenino; comercio; papeleria; robledo; 2; 7.0; 42654; 4000000; microempresarial"
8568;Masculino;comercio;FABRICA-DE-;barrio caicedo;2;9.0;1/06/2018;4000000;microempresarial;"Masculino; comercio; FABRICA-DE-; barrio caicedo; 2; 9.0; 43252; 4000000; microempresarial"
8569;Masculino;comercio;variedades;robledo;2;7.0;17/05/2018;7000000;microempresarial;"Masculino; comercio; variedades; robledo; 2; 7.0; 43237; 7000000; microempresarial"
8570;Masculino;comercio;variedades;aranjuez;2;4.0;14/06/2017;6000000;microempresarial;"Masculino; comercio; variedades; aranjuez; 2; 4.0; 42900; 6000000; microempresarial"
8571;Femenino;comercio;variedades;santa cruz;2;1.0;25/06/2019;7200000;microempresarial;"Femenino; comercio; variedades; santa cruz; 2; 1.0; 43641; 7200000; microempresarial"
8572;Femenino;industria;fabrica de ;manrique oriental;2;3.0;24/10/2018;1000000;microempresarial;"Femenino; industria; fabrica de ; manrique oriental; 2; 3.0; 43397; 1000000; microempresarial"
8573;Masculino;comercio;fabrica de muebles;kennedy;2;6.0;3/04/2018;6000000;microempresarial;"Masculino; comercio; fabrica de muebles; kennedy; 2; 6.0; 43193; 6000000; microempresarial"
8574;Masculino;COMERCIO;tienda;robledo;2;7.0;26/12/2017;73000000;microempresarial;"Masculino; COMERCIO; tienda; robledo; 2; 7.0; 43095; 73000000; microempresarial"
8575;Femenino;industria;fabrica de ;tejelo;3;5.0;25/10/2017;6000000;microempresarial;"Femenino; industria; fabrica de ; tejelo; 3; 5.0; 43033; 6000000; microempresarial"
8576;Masculino;servicio;tienda;girardot;3;5.0;28/04/2017;1200000;microempresarial;"Masculino; servicio; tienda; girardot; 3; 5.0; 42853; 1200000; microempresarial"
8577;Masculino;servicio;comidas_rapidas;manrique central no. 1;3;4.0;26/07/2016;6890000;microempresarial;"Masculino; servicio; comidas_rapidas; manrique central no. 1; 3; 4.0; 42577; 6890000; microempresarial"
8578;Femenino;servicio;peluqueria;villa hermosa;3;8.0;11/07/2017;4000000;microempresarial;"Femenino; servicio; peluqueria; villa hermosa; 3; 8.0; 42927; 4000000; microempresarial"
8579;Femenino;industria;fabrica de ;manrique central no. 2;2;3.0;17/08/2018;5000000;Microempresarial;"Femenino; industria; fabrica de ; manrique central no. 2; 2; 3.0; 43329; 5000000; Microempresarial"
8580;Masculino;comercio;comidas rapidas;buenos aires;3;9.0;26/02/2018;7800000;microempresarial;"Masculino; comercio; comidas rapidas; buenos aires; 3; 9.0; 43157; 7800000; microempresarial"
8581;Femenino;comercio;variedades;olaya herrera;1;7.0;19/01/2017;$ 4,000,000.00;microempresarial;"Femenino; comercio; variedades; olaya herrera; 1; 7.0; 42754; $ 4,000,000.00; microempresarial"
8582;Femenino;servicio;peluqueria;tejelo;3;5.0;3/01/2018;7000000;microempresarial;"Femenino; servicio; peluqueria; tejelo; 3; 5.0; 43103; 7000000; microempresarial"
8583;Femenino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;28/06/2017;7370000;microempresarial;"Femenino; comercio; comidas rapidas; campo valdes no. 1; 3; 4.0; 42914; 7370000; microempresarial"
8584;Femenino;industria;fabrica de ;manrique_central_no._2;2;3.0;13/09/2016;6890000;microempresarial;"Femenino; industria; fabrica de ; manrique_central_no._2; 2; 3.0; 42626; 6890000; microempresarial"
8585;Masculino;comercio;Miscelanea;aranjuez;2;4.0;18/09/2018;5500000;microempresarial;"Masculino; comercio; Miscelanea; aranjuez; 2; 4.0; 43361; 5500000; microempresarial"
8586;Femenino;comercio;variedades;cabecera san antonio ;2;80.0;7/06/2019;6300000;microempresarial;"Femenino; comercio; variedades; cabecera san antonio ; 2; 80.0; 43623; 6300000; microempresarial"
8587;Masculino;comercio;panaderia;Robledo;2;7.0;31/08/2016;6890000;microempresarial;"Masculino; comercio; panaderia; Robledo; 2; 7.0; 42613; 6890000; microempresarial"
8588;Femenino;industria;fabrica de ;manrique central no. 1;2;4.0;24/10/2017;$ 7,000,000.00;microempresarial;"Femenino; industria; fabrica de ; manrique central no. 1; 2; 4.0; 43032; $ 7,000,000.00; microempresarial"
8589;Femenino;comercio;comidas rapidas;carpinelo;1;1.0;5/06/2018;3000000;microempresarial;"Femenino; comercio; comidas rapidas; carpinelo; 1; 1.0; 43256; 3000000; microempresarial"
8590;Femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;13/09/2017;7370000;microempresarial;"Femenino; servicio; peluqueria; doce de octubre no.1; 2; 6.0; 42991; 7370000; microempresarial"
8591;Femenino;industria;fabrica de ;belen;3;16.0;16/03/2016;5000000;microempresarial;"Femenino; industria; fabrica de ; belen; 3; 16.0; 42445; 5000000; microempresarial"
8592;Femenino;industria;reciclaje;santo domingo savio ;1;1.0;14/03/2018;7800000;microempresarial;"Femenino; industria; reciclaje; santo domingo savio ; 1; 1.0; 43173; 7800000; microempresarial"
8593;Masculino;servicio;recreativo-educativo;campo valdes no. 1;3;4.0;25/05/2018;3000000;microempresarial;"Masculino; servicio; recreativo-educativo; campo valdes no. 1; 3; 4.0; 43245; 3000000; microempresarial"
8594;Masculino;servicio;restaurante;belen;3;16.0;13/03/2018;7500000;microempresarial;"Masculino; servicio; restaurante; belen; 3; 16.0; 43172; 7500000; microempresarial"
8595;Masculino;servicio;tienda;cabecera san antonio ;2;80.0;6/05/2019;8000000;microempresarial;"Masculino; servicio; tienda; cabecera san antonio ; 2; 80.0; 43591; 8000000; microempresarial"
8596;Masculino;comercio;legumbreria;las granjas;2;3.0;18/02/2019;8281160;microempresarial;"Masculino; comercio; legumbreria; las granjas; 2; 3.0; 43514; 8281160; microempresarial"
8597;Femenino;comercio;almacen de ropa en ;manrique oriental;2;3.0;17/01/2018;$ 7,800,000.00;microempresarial;"Femenino; comercio; almacen de ropa en ; manrique oriental; 2; 3.0; 43117; $ 7,800,000.00; microempresarial"
8598;Masculino;comercio;variedades;trinidad;3;15.0;11/12/2017;20000000;empresarial ed. ;"Masculino; comercio; variedades; trinidad; 3; 15.0; 43080; 20000000; empresarial ed. "
8599;Femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;24/08/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; doce de octubre no.1; 2; 6.0; 42971; 7300000; microempresarial"
8600;Femenino;comercio;distribuidora de ;robledo;2;7.0;12/08/2016;5000000;microempresarial;"Femenino; comercio; distribuidora de ; robledo; 2; 7.0; 42594; 5000000; microempresarial"
8601;Masculino;comercio;tienda;barrio caicedo;2;9.0;30/10/2018;7000000;microempresarial;"Masculino; comercio; tienda; barrio caicedo; 2; 9.0; 43403; 7000000; microempresarial"
8602;Femenino;comercio;ferreteria;castilla;2;5.0;2/02/2017;7377000;microempresarial;"Femenino; comercio; ferreteria; castilla; 2; 5.0; 42768; 7377000; microempresarial"
8603;Femenino;servicio;peluqueria;robledo;2;7.0;2/02/2018;7000000;microempresarial;"Femenino; servicio; peluqueria; robledo; 2; 7.0; 43133; 7000000; microempresarial"
8604;Masculino;comercio;almacen de ropa en ;belen;3;16.0;10/02/2017;1500000;microempresarial;"Masculino; comercio; almacen de ropa en ; belen; 3; 16.0; 42776; 1500000; microempresarial"
8605;Femenino;industria;fabrica de ;manrique oriental;1;3.0;6/01/2017;$ 7,000,000.00;microempresarial;"Femenino; industria; fabrica de ; manrique oriental; 1; 3.0; 42741; $ 7,000,000.00; microempresarial"
8606;Femenino;servicio;fabrica de ;santander;2;6.0;6/02/2017;3600000;microempresarial;"Femenino; servicio; fabrica de ; santander; 2; 6.0; 42772; 3600000; microempresarial"
8607;Femenino;industria;fabrica de ;popular;2;1.0;1/06/2018;4000000;microempresarial;"Femenino; industria; fabrica de ; popular; 2; 1.0; 43252; 4000000; microempresarial"
8608;Masculino;servicio;tienda;andalucia;2;2.0;13/02/2018;6500000;microempresarial;"Masculino; servicio; tienda; andalucia; 2; 2.0; 43144; 6500000; microempresarial"
8609;Masculino;servicio;barberia;VILLA DEL SOCORRO;2;2.0;8/08/2017;7000000;microempresarial;"Masculino; servicio; barberia; VILLA DEL SOCORRO; 2; 2.0; 42955; 7000000; microempresarial"
8610;Femenino;comercio;comidas rapidas;belencito;1;13.0;27/02/2018;1000000;microempresarial;"Femenino; comercio; comidas rapidas; belencito; 1; 13.0; 43158; 1000000; microempresarial"
8611;Femenino;industria;fabrica-de-alimentos;belen;3;16.0;31/10/2017;730000;microempresarial;"Femenino; industria; fabrica-de-alimentos; belen; 3; 16.0; 43039; 730000; microempresarial"
8613;Masculino;comercio;productos de mar;cabecera san antonio ;3;80.0;21/09/2017;2000000;microempresarial;"Masculino; comercio; productos de mar; cabecera san antonio ; 3; 80.0; 42999; 2000000; microempresarial"
8614;Masculino;comercio;mantenimiento en ;cabecera_san_cristobal;2;60.0;27/03/2017;4000000;microempresarial;"Masculino; comercio; mantenimiento en ; cabecera_san_cristobal; 2; 60.0; 42821; 4000000; microempresarial"
8615;Masculino;COMERCIO;recreativo-educativo;;2;3.0;25/05/2018;7812000;microempresarial;"Masculino; COMERCIO; recreativo-educativo; ; 2; 3.0; 43245; 7812000; microempresarial"
8616;Masculino;COMERCIO;tienda;laureles;1;8.0;6/03/2019;8000000;microempresarial;"Masculino; COMERCIO; tienda; laureles; 1; 8.0; 43530; 8000000; microempresarial"
8617;Femenino;comercio;almacen de ropa en ;san javier no.1;3;13.0;4/05/2018;7000000;microempresarial;"Femenino; comercio; almacen de ropa en ; san javier no.1; 3; 13.0; 43224; 7000000; microempresarial"
8618;Femenino;comercio;legumbreria;campo valdes no. 2;2;3.0;7/06/2019;1000000;credioportuno;"Femenino; comercio; legumbreria; campo valdes no. 2; 2; 3.0; 43623; 1000000; credioportuno"
8619;Femenino;AGROPECUARIA;CRIADERO DE ANIMALES ;cabecera_san_cristobal;2;60.0;6/07/2017;7000000;microempresarial;"Femenino; AGROPECUARIA; CRIADERO DE ANIMALES ; cabecera_san_cristobal; 2; 60.0; 42922; 7000000; microempresarial"
8620;Femenino;industria;fabrica de ;enciso;1;8.0;7/06/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; enciso; 1; 8.0; 42893; 7300000; microempresarial"
8621;Femenino;industria;fabrica de ;popular;2;1.0;1/08/2018;5000000;microempresarial;"Femenino; industria; fabrica de ; popular; 2; 1.0; 43313; 5000000; microempresarial"
8623;Femenino;industria;fabrica de ;barrio caicedo;3;9.0;4/04/2017;$ 7,300,000.00;microempresarial;"Femenino; industria; fabrica de ; barrio caicedo; 3; 9.0; 42829; $ 7,300,000.00; microempresarial"
8624;Femenino;servicio;restaurante;popular;2;1.0;31/05/2016;6890000;microempresarial;"Femenino; servicio; restaurante; popular; 2; 1.0; 42521; 6890000; microempresarial"
8625;Masculino;industria;fabrica de ;campo valdes no. 1;3;4.0;4/04/2018;3500000;microempresarial;"Masculino; industria; fabrica de ; campo valdes no. 1; 3; 4.0; 43194; 3500000; microempresarial"
8626;Femenino;comercio;variedades;la pradera;3;13.0;13/09/2017;4400000;credioportuno;"Femenino; comercio; variedades; la pradera; 3; 13.0; 42991; 4400000; credioportuno"
8627;Femenino;servicio;restaurante;campo valdes no. 2;2;3.0;17/03/2017;7300000;microempresarial;"Femenino; servicio; restaurante; campo valdes no. 2; 2; 3.0; 42811; 7300000; microempresarial"
8628;Masculino;industria;fabrica de ;boyaca;3;5.0;1/09/2017;5000000;microempresarial;"Masculino; industria; fabrica de ; boyaca; 3; 5.0; 42979; 5000000; microempresarial"
8629;Femenino;comercio;COMIDAS RAPIDAS;pedregal;2;6.0;8/09/2017;7000000;Microempresarial;"Femenino; comercio; COMIDAS RAPIDAS; pedregal; 2; 6.0; 42986; 7000000; Microempresarial"
8630;Masculino;comercio;variedades;manrique central no. 1;1;4.0;14/11/2018;7800000;microempresarial;"Masculino; comercio; variedades; manrique central no. 1; 1; 4.0; 43418; 7800000; microempresarial"
